,Adipose Fin,Anal Fin,Body,Caudal Fin,Dorsal Fin,Eye,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
346,"[0.09552934902325928, 1.0015156933847331, 0.0655001827870191]","[0.20852378685778164, 0.9761725114992394, 0.02010052241455343]","[0.030032984976442592, 0.9301440383846377, -0.12111172309398972]","[0.23705895549591705, 0.9456001213661741, 0.1654972421647268]","[-0.06151900310404392, 1.029109240764483, -0.09088346172677694]","[-0.14059435026427225, 0.8110846168409871, -0.31656106056741407]","[-0.12165839213110827, 0.8089003698498354, -0.3076400794858407]","[-0.017501518236374504, 0.8696538008819386, -0.26490338357776083]","[0.13931895616077553, 0.9255433083417879, -0.12909614744059214]",3164,cjn1i8sctuedf071086oseosf
347,"[-0.2269677798548658, 1.0078074571691493, 0.05156901043283259]","[-0.09907354680779483, 0.9818875983204249, 0.09083087934383699]","[-0.009261773998918033, 1.0990851972563822, -0.041576406650950144]","[-0.2722191135344888, 0.8950159054712459, 0.07180256641158314]","[-0.07269909540871315, 1.1384674084644735, -0.07276922191261785]","[0.16610290924521992, 1.2305801455348144, -0.2977228046718507]","[0.17280109016077208, 1.2366108924376153, -0.27252918779494556]","[0.22804476445412378, 1.166070977544539, -0.20914024262449205]","[0.09854250714915831, 1.2091029643147901, 0.010375484343006555]",2997,cjn1g6tpfte7o0710c8hulrsc
348,"[0.13743456794893566, 1.1459074188642293, 0.07251218001877768]","[0.2892006391139534, 1.1878734242008766, 0.024876999385731426]","[0.1221283152078086, 1.0547287732407076, -0.17928266872354548]","[0.27224237175510596, 1.1117131338763369, 0.17518808776764122]","[0.00678579579838741, 1.167413284642177, -0.15543531267195884]","[0.02879367641991527, 0.949086814004412, -0.44529943836332114]","[0.04526104944002413, 0.9594636925555539, -0.43609056460557966]","[0.14844513832852638, 1.0066320656925642, -0.3697569681754516]","[0.27238058620458305, 1.1414160794994481, -0.14981339083860534]",4480,cjn1hxr1a8v45073317tcu5z4
349,,"[0.20273214824117416, 1.199208385517793, -0.17041378966081197]","[0.21351227142053633, 1.05178013372739, 0.03152712517302158]","[0.04031637808683552, 1.3032769103393091, -0.21486876027136886]","[0.11863494456888908, 1.0575280834550866, 0.013599334582177828]","[0.22236860132567798, 0.8876853457882734, 0.23435286990221482]","[0.2429167937489247, 0.9161510010861231, 0.22679035362251607]","[0.30028247936608243, 0.9337188283729803, 0.14752409340933995]","[0.32338333386929224, 1.0975051185567966, -0.04541842428468429]",3164,cjn1jhu6hv2lv07105k4lt252
350,"[-0.24276549496027544, 0.8621912174337714, -0.03742212541454211]","[-0.0315996769111684, 0.43080179132170177, -0.08017234778372923]","[-0.1403951910501542, 0.7392673138095844, -0.19383388329155984]","[-0.19837875087173903, 0.9138453230835182, 0.06551965646502783]","[-0.2413377072913003, 0.8006771092455229, -0.1879187669959367]","[-0.14364410336184988, 0.5221657199900948, -0.31573020515596467]","[-0.14370548925015444, 0.6183795363091663, -0.3456850179652013]","[-0.07599081032266257, 0.6579349330737083, -0.281788072105285]","[-1.9301845194898297, 13.358267177748864, -0.3163058608852114]",2773,cjn1j4221uute071012337mnx
351,"[-0.01913424445111362, 0.7652704546934357, -0.0055034352426187845]","[0.11712288116067526, 0.7819975041616782, 0.015510588088648736]","[0.13385359952263826, 0.8581412819764098, -0.11433486541435667]","[-0.0951295078690045, 0.6843894685650755, 0.07216341130078305]","[0.059952139738367646, 0.8531289509512755, -0.14354668121269584]","[0.2160561074014021, 0.9061411075499813, -0.36857806014141475]","[0.22970941737931924, 0.9499292234858093, -0.3557054154925936]",,,3164,cjn1hyxqj8vjt0733876hgg8y
352,"[0.15824821649499302, 1.3524068107201066, -0.23176968537284703]","[0.29764417903188867, 1.4357963174353316, -0.2630659045576414]","[0.15063961295190978, 1.125381200175761, -0.31457933915014546]","[0.22646766274768312, 1.5541856891518142, -0.20933715401319647]","[0.0948116017049569, 1.3289995396222398, -0.34219674248111587]","[0.0420599056436655, 1.020327148878747, -0.4061032998212017]","[0.06012557264356783, 0.9494933871974104, -0.391245941798199]",,"[0.28295218175517617, 1.2839341671497357, -0.32121491415418574]",1957,cjn1gvcpetqih0710isgo6ppm
353,"[-0.1910859574156898, 0.7473890216463444, 0.16543946121276218]","[-0.07632428038117255, 0.7161650834248608, 0.15659503019431398]","[-0.07854400535956717, 0.7880647847808137, 0.03437319362635739]","[-0.14913548481880137, 0.590580220221525, 0.21416237140197555]","[-0.1619638875944278, 0.8818294647752519, 0.027465022361663954]","[-0.062111009171543545, 0.9409761735183876, -0.21592180015691026]","[-0.04885514885283959, 0.9434700753745671, -0.19664115496877335]","[0.013971596415656271, 0.9098613446083924, -0.11908747382433603]","[0.008336241974103584, 0.787103575499318, 0.04632339416892002]",2773,cjn1j5y8ruvpe0710pn3maisu
354,"[-0.1581829158424882, 1.1794641175458178, 0.059052762311844136]","[-0.03692029593925866, -4.340190323562969, -0.3073650756860784]","[0.021028864099104615, 1.0450015874515357, -0.15122000117406184]","[-0.16402822402569034, 1.0485650123536747, 0.17588537344540006]","[-0.11511193795923914, 1.3788590154986793, -0.1894806694084697]","[0.0320387625542848, 0.9559414721860946, -0.4282082542646581]","[0.05149528717685942, 0.942727168868547, -0.4104232820023417]","[0.1459464059648752, 1.053577130735402, -0.343937709812093]","[0.06656428913146756, 0.5351862440111397, -0.03619422060169595]",4480,cjn1iotvlumuo0710lc59llye
355,"[-0.4203737707141392, 1.0868638677963935, -0.29880866287139524]","[-0.28407556260942446, 1.0497156782161914, -0.287066869447143]","[-0.3488556109345377, 1.033324818488005, -0.132907348378646]","[-0.3591143922336481, 1.0397719022448126, -0.4047268841803401]","[-0.41775477621330537, 1.0061422335544492, -0.13411862344179507]","[-0.39175645928069946, 0.9680519724496899, 0.08547958578615326]","[-0.37003719039157373, 0.9851308093671193, 0.07402321531123764]","[-0.3035714597861085, 0.9678365282807083, 0.0140857705770591]","[-0.25285037416237427, 1.037649271942873, -0.15826041493506207]",1957,cjn1gquk0topf0710f72hykoo
356,,"[-0.19216291562551294, 1.2237815518704747, -0.3620880821098897]","[-0.07696114126837814, 1.0611740744062614, -0.19831800359223764]","[-0.35474717221926927, 1.385675671492205, -0.3240679643343538]","[-0.1896321318798727, 1.0793264474609279, -0.21121717384645422]","[0.017386509131489484, 0.9523356994925233, -0.020828874877442453]","[0.02206257829622985, 0.9586322301476358, -0.036985794774252734]","[0.07915164202957435, 0.9363959665560484, -0.12122576127016536]","[-0.010378163928220573, 1.1568363630266705, -0.30115747181796776]",3164,cjn1ievgh93cq0733n13xfoux
357,"[-0.1963807270830629, 0.8756161555009958, -0.36453501683430284]","[-0.06879504113866222, 0.9024280061175687, -0.3800426429777832]","[-0.09304725772623292, 0.887592240481592, -0.18750382795939557]","[-0.20159496619986225, 0.8705581601901196, -0.44035435329079825]","[-0.18061951370262871, 0.8895420192112542, -0.18340314365703006]","[-0.12323635288712029, 0.9448621497020144, 0.08258962461303151]","[-0.10547163723157506, 0.9457863883037108, 0.06466435283940859]",,"[0.02394036850685837, 0.9649248094847962, -0.2305746775526085]",3164,cjn1hys5e8vfr0733ihh88kvp
358,"[-0.553601738510257, 1.0738772227441697, -0.4469147506722153]","[-0.43933669581605167, 1.0985936221976031, -0.46077500165724067]","[-0.46872953579371, 1.1656095713889096, -0.3166287985289501]","[-0.47731486048967614, 0.925526392085607, -0.4967634797830129]","[-0.6021662346836898, 1.251950395756257, -0.3178518268551004]","[-0.4795985222022498, 1.3190436688292702, -0.07255274967883858]","[-0.45348107426372547, 1.3159845486121877, -0.09252577023169653]","[-0.44018794868686334, 1.421613405830089, -0.18205767285695557]","[-0.36893097033502564, 1.159681315105054, -0.34162459953422863]",2121,cjn1hv3ytu7k307108jzmbpl9
359,,"[-0.3499848807150385, 1.010407300352974, -0.16643240189004418]","[-0.2147616471580114, 1.050803245186731, -0.0007510997645212388]","[-0.5384214578356484, 0.9751307277786407, -0.2515913093484928]","[-0.2779553859966553, 1.0010651721200508, 0.06138545692590691]",,"[0.05275125289508187, 1.124431301191468, 0.20509226448858406]","[0.09691737078548414, 1.062299577801092, 0.15917810456809434]","[-0.10847751942005085, 0.9215209613896764, -0.05323859850332113]",4480,cjn1hz9qu8vp20733q3d70vkg
360,,"[0.041894993563444116, 0.944163986622309, -0.4909302451715006]","[-0.059474368385696266, 0.7779713802582676, -0.340338011497092]","[0.012085436184361921, 0.9627558383591766, -0.5782121177573519]",,"[-0.1693104037882771, 0.6599182409765724, -0.18391057195456137]","[-0.13747823378192747, 0.664247911078764, -0.18785272528660946]","[-0.07127224841086977, 0.7004311289124522, -0.29085501511304873]","[0.0380607087436867, 0.7488615314021543, -0.343857956623997]",5981,cjn1jnr6q9rhl0733t5gapgds
361,"[-0.3207147889872587, 1.1107349211353188, 0.11890098899971938]","[-0.19237703264484393, 1.1428657660462893, 0.055548608052696465]","[-0.38114212706778616, 0.9900011624316263, -0.12489519356626722]","[-0.1995503758797242, 1.2361741092969967, 0.21382620477827025]","[-0.49655385384044726, 1.0184483079479554, -0.06847214630221214]","[-0.481103202415787, 0.8290093803366386, -0.33320091752561526]","[-0.45809215098465816, 0.8220737533417632, -0.3287594214693597]","[-0.35082706750271947, 0.8766269517089516, -0.2539543502879566]","[-0.25163375220826734, 1.1103429060688128, -0.10117949608714653]",5981,cjn1j93b19iu10733soe1v2b9
362,"[-0.26681744874533925, 1.1009722246424967, -0.07116995844211572]","[-0.1418852028803808, 1.064777303036294, -0.06740715101652672]","[-0.18194800252380752, 0.9198235571957168, -0.22830256465119889]","[-0.1967341959959771, 1.1404552884186652, 0.032059940011398745]","[-0.29394284281303074, 1.022780398229259, -0.22780001372191389]","[-0.20994198943176032, 0.7380027127712228, -0.36791970728270895]","[-0.19310424456140346, 0.7359913383559028, -0.36230172863880283]","[-0.13227646010733946, 0.8253264725705122, -0.31887024186107327]","[-0.09341366418719116, 1.0155531194638876, -0.19825766366422615]",2773,cjn1ipntq98tg0733l9g96inv
363,"[0.07959214466128807, 1.1075454161897005, -0.27100332099310104]","[0.15913745262152923, 1.103382711264844, -0.33448013921856523]","[0.24761454789680112, 1.0154385085635191, -0.17616015821106526]","[-0.011204454750829786, 1.1049656301583068, -0.35296063376972464]","[0.2134619655427145, 1.059520535413958, -0.14251774885748136]","[0.41594054365547106, 1.0187362870369543, 0.022289187989459783]","[0.40774974867319524, 0.9946206396214097, -0.0003602800905319129]","[0.4228736192747948, 0.998462545145624, -0.09296426614200388]","[0.3112845221113942, 1.0771378651984818, -0.256861185271682]",1957,cjn1g583j82tl0733g3s8hghc
364,"[-0.4378779372143839, 0.8256106683519948, -0.12824936091739061]","[-0.340067394184514, 0.8350692061725867, -0.18615948236940866]","[-0.18718657011770504, 0.820450395365313, -0.04018138472557046]","[-0.4642135081564166, 0.8084375000635502, -0.24465703103307732]","[-0.24386493940925652, 0.8015225811887305, 0.009894467202248453]","[0.04998510588728322, 0.7565691502447334, 0.13471735580582242]","[0.04763885814184382, 0.7723658908466788, 0.11866973058162801]","[0.05761880991445426, 0.7586640884543446, 0.042143337451813444]","[-0.17150001083983063, 0.8268349920066067, -0.122365808166036]",2773,cjn1iu7gkupr60710lbgfm6v6
365,"[0.1572687673852709, 0.9258678137374361, -0.4039292382679421]","[0.2769771910115324, 0.9348586686088485, -0.37602746950271765]","[0.15835955195158125, 0.9505337123649965, -0.22054725895521346]","[0.25302250902940554, 0.8072086514607042, -0.48206550792115543]","[0.0831656192251664, 1.0211596969986028, -0.2461285177337339]","[0.023400729214149173, 0.9993185627717388, 0.04664521345201312]","[0.046579065970591006, 1.022765811793589, 0.03332991707027927]","[0.14036741374217135, 0.9695170525400233, -0.03387326685419745]","[0.28074393766494354, 0.9871473428067861, -0.22016558798548788]",2997,cjn1h9z2q8jr20733iguchbv5
366,"[0.09219425099133158, 1.1305124295101465, -0.37586734130049426]","[0.16896125069976328, 1.0594321620884308, -0.40457894559749064]","[0.2832218550664188, 1.1489675350364503, -0.3093086644755759]","[0.03814401139826588, 1.0415270474366982, -0.46414945271599184]","[0.24433419167897166, 1.2368977377985515, -0.27154301904745565]","[0.4746783792273723, 1.1405485902786257, -0.15016066500985756]","[0.50666673732981, 1.2404311567385933, -0.17539748080301687]","[0.5733366521239538, 1.3212980273099404, -0.2797211366821908]","[0.3341265745135031, 1.175719814024222, -0.38714180982207247]",2121,cjn1hrmvm8s6z07338lbspn1t
367,"[-0.3447168596197529, 1.0157814856264078, 0.11154317519486924]","[-0.1833169315341851, 1.0287727671937352, 0.09094264726117761]","[-0.23862662919808866, 0.8798222975880997, -0.12865623831482229]","[-0.2797940326913673, 1.069740192019727, 0.19773360171036405]","[-0.37133964388579555, 0.8944015972277205, -0.09680422782177252]","[-0.20691264561915304, 0.7081552985848807, -0.3423190200598518]","[-0.1932297371809604, 0.7301045040664932, -0.3393523158844019]","[-0.14015474544559622, 0.8413946052217914, -0.25837218931223055]","[-0.1299934332107456, 1.002420691852991, -0.046824449435589985]",5981,cjn1jm61y9qka07338gtslvfg
368,"[-0.32381644286204136, 0.942076452713695, -0.40695534898560404]","[-0.18085381695332844, 0.9171529114570699, -0.38253907267623233]","[-0.26230154746967227, 0.89016963846681, -0.21519679213366388]","[-0.22694376749307346, 0.8822606815259022, -0.5019006833685402]","[-0.38178346147228437, 1.0043963323960454, -0.2689779868381749]","[-0.34332431757936743, 0.80155501285258, 0.01405164149678554]","[-0.30753034707430255, 0.7961843481736508, 0.0012035853967168404]","[-0.24996833569802554, 0.8696597029300926, -0.07141517161232043]","[-0.15218727375706262, 0.9548604799789691, -0.24514419875619012]",2997,cjn1h4i3wtulq0710f98qwan3
369,"[-0.14748794767839385, 0.7795395975412517, -0.32882678550630545]","[0.008324969462083257, 0.8193633677695613, -0.32521122351399323]","[-0.037418048322884014, 0.8320211649636684, -0.14225112672129722]","[-0.1283707517063095, 0.8106161847591534, -0.49043697679272547]","[-0.153316213182595, 0.9561583421975232, -0.1226779802535382]","[-0.00608594308798673, 0.9395257063206425, 0.17314078407054845]","[0.017090355767479356, 0.9324687758038807, 0.15052237119808862]","[0.046907342779389585, 0.9053480648639207, 0.061173112156162425]","[0.07473481705015213, 0.8256693698193146, -0.14555051230712396]",5981,cjn1jh8c59nv10733jzwbfsph
370,"[0.06249079503428111, 1.0853287595712806, 0.05962201646286796]","[0.19015843402482185, 1.0272023343400243, 0.05328707858383973]","[0.12558828045247492, 0.8402171865684227, -0.10206926017331351]","[0.09534116765274031, 1.030685819068361, 0.14869741305878834]","[0.04177612057645546, 0.8967970819698157, -0.08967895057136023]","[0.0908238657232462, 0.6968466129175434, -0.25666053598982375]","[0.09559477380588255, 0.6960906336809198, -0.250029888921704]","[0.17867378339552584, 0.78672716427982, -0.2064286845227318]","[0.24732685579017066, 0.9117992265976668, -0.072845803954246]",3164,cjn1hwlgfu8cd07101cd9qnf1
371,"[0.1428084271119351, 1.0796836911033805, -0.354242112725691]","[0.26064801907895097, 1.0664325617749808, -0.30855641394991057]","[0.12368520054536977, 1.0615463051892657, -0.13699575945720968]","[0.2513289260889771, 1.1190208723508384, -0.4498082610341894]","[0.02678849600998035, 1.1015567655037513, -0.17727608763518415]","[0.00826322415698868, 1.0130212933063556, 0.11413640127411559]","[0.028561712977734913, 1.0222531074306827, 0.09723548034499917]","[0.11441286552907784, 0.9697271708820195, 0.03572620786119086]","[0.2545206618859113, 1.0946072245946834, -0.1663677944533935]",3164,cjn1ikd3yukti0710144dnrao
372,,"[-0.3838133588343849, 0.9535118689423717, -0.33833475008079167]","[-0.391188612480501, 0.9727207870933139, -0.22986697401562584]","[-0.46627668351829366, 0.8067857406099523, -0.4031873565375563]","[-0.478795737379794, 1.0149315789842126, -0.20385673641151358]","[-0.4029881926099139, 1.1556125211360821, -0.01810618621402119]","[-0.39015718958611156, 1.1773000705066532, -0.03440647866953494]","[-0.34834497534635767, 1.1503495419943695, -0.0896962849265992]","[-0.3079507691482312, 0.9937367840256046, -0.23758733084432582]",2121,cjn1hqns5u5c407103raav07x
373,"[0.01718338883303236, 0.8241790411475708, -0.03657830471964513]","[0.14745530548050775, 0.8357234133405815, -0.06381757047194082]","[0.055494416207312894, 0.8623381320644459, -0.1831776420884223]","[0.07539118359931271, 0.7012303617494212, 0.034890946047490906]","[-0.031824271553914874, 0.9273488261279269, -0.18853531516206193]","[-0.012408170571833192, 0.9719494786315324, -0.4175051234514288]","[-0.0064289838945849, 0.972759673190678, -0.40270205893346295]","[0.07080268272209116, 0.9034363364690995, -0.3376821133498883]","[0.19239358545985394, 0.9790167189289903, -0.20316306921139612]",3164,cjn1jfr58v18m0710jc70kck8
374,"[0.0768805831462999, 1.1441138841952352, -0.3711105013975532]","[0.15228419786685982, 1.077700419134011, -0.4115717230917566]","[0.2888045173335619, 1.1538984621087505, -0.3155798320242397]","[0.0014761144279275443, 1.0767438587205058, -0.4786485484399448]","[0.2598033117041609, 1.2877481353197409, -0.28691111122091195]","[0.5487312953629441, 1.2633533352196742, -0.17257945021375914]","[0.5073731757680796, 1.1483590245631023, -0.17794992642888083]","[0.47105704066864257, 1.073093166379837, -0.22514170221669344]","[0.3189365273062987, 1.1099211424751205, -0.37425695129480646]",2121,cjn1hdc6etziq0710mja4g5kn
375,"[0.18412315358900058, 0.7446365837516233, 0.02492241129122172]","[0.3113016533095712, 0.7095293799304291, 0.00534727336659954]","[0.2564452018086263, 0.7342747660486463, -0.12158180161580075]","[0.1474334292166302, 0.5993007389460504, 0.10303169963375676]","[0.1941076114465559, 0.8403493210557791, -0.13061544837032946]","[0.24552785980368264, 0.8338120784301173, -0.3881659398370278]","[0.2518099982859979, 0.8394127147107173, -0.3700000845559571]","[0.33998193221831224, 0.845603835335288, -0.32614806387106554]","[0.402745593389637, 0.7897020663284274, -0.12059131140670769]",3164,cjn1hvpzf8u2x0733xwn0br73
376,"[-0.10892576943944882, 0.6411564202459976, 0.030254235856322215]","[0.0559125921943264, 0.6459173716672345, 0.039422324154031935]","[0.028240990918978894, 0.6671075610862974, -0.10699692626421456]","[-0.06372415541906772, 0.48579510556529604, 0.12739648900266898]","[-0.07895419975382767, 0.7842934032839253, -0.1897199017860666]","[0.12351254017205314, 0.8758549777966669, -0.39961879857641447]","[0.1376424626074487, 0.8826372225334855, -0.3829313257265875]",,"[0.1669053419207211, 0.7366800414381379, -0.1070669997110902]",5981,cjn1j350o9fyt0733wnfnxwbp
377,"[-0.18522526517641577, 0.8043089201739057, -0.2984717739113648]","[-0.07900598606357752, 0.819910052441669, -0.2918826918291128]","[-0.14459528044283051, 0.9097893139381256, -0.22139608831587052]","[-0.11421933044194062, 0.6895638756000889, -0.3450006216052378]","[-0.25023690727790443, 0.98324463904627, -0.2212013034505846]",,"[-0.16906297732511985, 1.113313114952095, -0.07653177880290649]","[-0.09947849138149308, 1.0554295369187705, -0.10245185902630498]","[-0.05100662371402603, 0.8951096239372428, -0.20700726217396034]",2121,cjn1h693dtvk607102c5us5iy
378,"[0.134650765097908, 1.0859093335718633, -0.05227781349490044]","[0.2645437601041033, 1.0334074416787025, -0.07902517804847374]","[0.12972835600056892, 1.0222931948108855, -0.261371830176657]","[0.2349629374201223, 1.070304847515474, 0.07293241069621188]","[0.029772096100507676, 1.0202758672517969, -0.2287810902408564]","[-0.018442723751563257, 0.7333061851350494, -0.4039537588758856]","[-0.0004533017244622963, 0.7563500543628839, -0.4071312403483432]","[0.12243640706637923, 0.7896204495935091, -0.37464046428254644]","[0.26191172585926753, 0.9855822949530647, -0.25311223553499596]",3164,cjn1iobznumis0710e1netyhh
379,"[-0.187789131707045, 0.7229328521434342, 0.09775833753918477]","[-0.07594336799757392, 0.6986109003207587, 0.09637713783009713]","[-0.07823113968152529, 0.7706088090626012, -0.02807251897045843]","[-0.14509236861913044, 0.6030854567545721, 0.17201508057344386]","[-0.1690667027137319, 0.8816708016576386, -0.03816552772045089]","[-0.07043932833659815, 0.900333681290448, -0.27605877607271095]","[-0.05516816544004517, 0.8944631863435873, -0.25391766577957453]","[0.0044316326658955275, 0.8979330822465269, -0.18816365257002848]","[0.010724073596261884, 0.7870477589161571, -0.007311955368201537]",2773,cjn1jewff9m4i0733tkouujfy
380,"[-0.2071429201736918, 0.8461703466596115, -0.3039169236280483]","[-0.04707883201846211, 0.8646356784556013, -0.2524979865764732]","[-0.20910656005987566, 0.9354763180843982, -0.09728504786889787]","[-0.07052271810043598, 0.7282914108619946, -0.3926988751009079]","[-0.3272692950285463, 0.9358230759225552, -0.1039198945128358]","[-0.33658697962804207, 0.9207503787475769, 0.20917832268756748]","[-0.30895828828723126, 0.9264224667102147, 0.19275481770650665]","[-0.22952337462906355, 0.9205702896276952, 0.12956139691196047]","[-0.06256350385177016, 0.8846556665319024, -0.07053835977576402]",5981,cjn1ji2b6v2tp07106193t9uy
381,"[0.2818476773637089, 0.9024442478944528, -0.3562398083476028]","[0.38000582727966004, 0.8219693107987985, -0.3505881346119126]","[0.339814553591866, 0.8415697276407255, -0.22119899307490187]","[0.25324222521130685, 0.7615182271297113, -0.4217832822558615]","[0.32447692918790977, 0.9898201371234213, -0.20288613733832256]","[0.36997693602096493, 0.9901149999949824, -0.005730061700347395]","[0.3853472266181148, 0.981431515610466, -0.019562485606798206]","[0.46562554996682215, 1.0150418658485172, -0.08394497337419525]","[0.49057645788777304, 0.9560040430484493, -0.25315119378504375]",1957,cjn1gt2mt8d2t073315i85sxg
382,"[-0.4532002313390093, 1.039642538343871, -0.3871862590018551]","[-0.3508630296362879, 1.0898330946977755, -0.41890684038738]","[-0.3602803542534122, 1.185520211773143, -0.275243950463357]","[-0.46346577971203606, 1.0679854296302305, -0.5245411859264231]","[-0.43101123411409686, 1.1281538515446925, -0.23290418466327636]","[-0.2878753019087725, 1.222840911894603, -0.014885271002388588]","[-0.2676955867306853, 1.2367344540611922, -0.03662812981559749]","[-0.22801798179995503, 1.2543225210502056, -0.12369883622004965]","[-0.28626758048804124, 1.2320044771379646, -0.3424695204195289]",2121,cjn1hvv548u670733n0nxiilf
383,"[0.08497376923159741, 1.2225609151520986, 0.13138080258718063]","[0.15459250180432046, 1.2211742602302205, 0.0555848496218429]","[-0.04037532454700588, 1.3213757640997807, -0.024900322242596893]","[0.2614086980515503, 1.2867913400908986, 0.17105700755821507]","[-0.11781369377634798, 1.246976516104462, 0.01967465126472348]","[-0.28359220406236374, 1.190210026542593, -0.20954971855744434]","[-0.2682822258561953, 1.246981409182518, -0.21024353271236212]","[-0.14999088338816072, 1.261887359638854, -0.17728982644307087]","[0.04705512618057375, 1.2574076199318622, -0.057739618152511545]",2773,cjn1iknuh962g0733s9kz5wms
384,"[-0.17513606459514916, 0.9507067796782319, 0.11201098869162236]","[-0.052802555190139995, 0.9231409064193972, 0.07752512972473424]","[-0.1592427509304849, 0.9860066425231722, -0.071000740102624]","[-0.10554839969399943, 0.8243660183704313, 0.19576609789622876]","[-0.24906868282506028, 1.00832360536661, -0.05506629194311321]","[-0.27345264246095113, 1.0196525240663532, -0.3288630388921165]","[-0.25901985087809504, 1.033612917040348, -0.31456202228262337]","[-0.17148684247128004, 1.0550847319348617, -0.266234285680713]","[-0.043505874755854344, 1.0040730319935571, -0.07177125330363637]",3164,cjn1icwhq92j90733kvb5129f
385,"[-0.23137729922135597, 0.858745221699705, 0.11222430887386492]","[-0.11274409272095672, 0.8420028984024771, 0.11190482993635378]","[-0.14441170439048856, 0.8256924566814225, -0.06161238678109478]","[-0.1737805008215812, 0.7765567589537228, 0.20747840387792135]","[-0.2451768056687234, 0.9101160227387984, -0.05803349959392203]","[-0.17220365261716888, 0.7828520906285394, -0.2963429466938378]","[-0.15520629530884072, 0.7905428135604633, -0.2827922774699266]","[-0.08977184332124823, 0.8453729936392034, -0.2138748107170904]","[-0.0476935021794363, 0.893457163559305, -0.02881817162710821]",2773,cjn1ixnfy9d430733an4e6c07
386,"[-0.18380658246752657, 0.9718193254894242, -0.29197044009315865]","[-0.05852789697065706, 0.952081596130384, -0.3204356382361556]","[-0.02603272802307115, 0.8742750578970188, -0.12243568603121084]","[-0.1811994411920329, 0.9244210619263263, -0.4268341465189606]","[-0.10946580417494771, 0.9082243144035161, -0.11883291303036493]","[0.006829322465467293, 0.7577017342880443, 0.10933816179242785]","[0.02494293512778292, 0.7678979383881307, 0.09536595113957552]","[0.07476295990772407, 0.7995976600273164, 0.007023835385896324]","[0.07430039471638217, 0.9391489911743567, -0.1874844054611204]",2997,cjn1f79xp7sbm07335at7ep21
387,"[-0.27042854482403483, 0.7209001680424615, -0.31558686311479084]","[-0.11738113128786465, 0.7317454175357311, -0.281098176341409]","[-0.19404999990983374, 0.6806039132923197, -0.06960844078912355]","[-0.21475521843076734, 0.7800598056671106, -0.478544042022144]","[-0.3447747180260192, 0.7952884150648429, -0.07184006157069821]","[-0.22644450913080488, 0.6284957937020447, 0.21280030196079494]","[-0.20634990032179734, 0.6498268412756228, 0.19879298675063758]","[-0.1680053258839811, 0.6823829415950095, 0.11326558195290294]","[-0.08048501220687039, 0.7749867421754848, -0.10095950942864361]",5981,cjn1jf0jkv0vq0710039li0va
388,"[-0.3942269209538893, 1.0461168082867525, 0.10360948490443651]","[-0.25181037540400086, 1.0871163469964034, 0.0508189678609559]","[-0.3598086777993744, 0.9408220943554501, -0.16026878396014838]","[-0.27126830783959877, 0.9604675750237537, 0.19061835344375544]","[-0.5019789950969374, 0.9797929401936643, -0.1449063037503808]","[-0.42877872829475394, 0.861165816682031, -0.43826163578848093]","[-0.4102940697650471, 0.8600442408276832, -0.4153237254078494]","[-0.32618990865893116, 0.9479731358693524, -0.3574082371784623]","[-0.25305148497654606, 1.0915993195535916, -0.14341765847687357]",5981,cjn1ka6gja3bd0733u7vo2hxt
389,"[-0.2925569823912617, 0.8606386026010553, -0.1873398412808762]","[-0.1798457521041829, 0.8423839270965021, -0.16552786893229793]","[-0.25233302111088984, 0.7794400573043142, -0.014475264280786666]","[-0.1873359249725221, 0.8476516094620671, -0.2617252214411103]","[-0.3657015091902794, 0.8376629426492378, -0.0452786499931069]","[-0.2991585793425878, 0.7505608080176214, 0.18423325176243982]","[-0.2780372549886023, 0.7573843802436121, 0.17109256418783186]","[-0.2304316464690753, 0.7749280897423925, 0.11031970445687321]","[-0.16014611302093718, 0.7926029992173714, -0.04751058122430688]",2121,cjn1hnvs68qju0733ppmgpay5
390,"[-0.11677757159393283, 1.0178486152682766, -0.3985698516074527]","[0.019471682972654242, 1.0262612065522982, -0.43264565067777583]","[0.0707002979557688, 1.0251704811650655, -0.25502006319518544]","[-0.12591343172052671, 0.9124804245637111, -0.49978852614888525]","[-0.007953696179328873, 1.1174149899311223, -0.22110221931346408]","[0.23050641730954996, 1.053286509264501, -0.0021153555049146446]","[0.2307801028113417, 1.0486139041673372, -0.024192501433165328]","[0.2880515461096179, 1.0424749620882536, -0.10376464430691837]","[0.1671761441032721, 1.0519544165577857, -0.3214242599742307]",3949,cjn1gymnzts1i0710wcxiiglg
391,"[-0.14598609948053556, 1.0551077840315253, -0.25993182897267775]","[0.004352720164433491, 1.101060448060895, -0.26332267287045324]","[-0.02414488437860468, 0.9559325938170742, -0.0458015241930261]","[-0.11772053075417568, 1.0884915039200436, -0.3864241989347448]","[-0.14787948488250655, 1.030427123283769, -0.05444789386293418]","[-0.020283670444098463, 0.8301385809981776, 0.19872669932754122]","[-0.0013669392429482943, 0.85087997865962, 0.18168920973307132]","[0.057253215123137614, 0.8982824890942764, 0.0960182217675336]","[0.07503287372160083, 0.9401279846340876, -0.11489001975795646]",3949,cjn1hcf7x8law0733p6hcgfc5
