,Adipose Fin,Anal Fin,Caudal Fin,Dorsal Fin,Head,Pectoral Fin,Pelvic Fin,ground_truth,left_image_key
7042,"[0.49030768681122716, -1.012690835261625, 0.04005519555260176]","[0.39208380301556356, -1.050892437270113, 0.009420682299412928]","[0.5133118468066596, -0.9681588566245212, -0.023681524490311325]","[0.4228484640085056, -1.0961899992479458, 0.19691019793660725]","[0.19545489910521374, -1.1331182352911167, 0.38688075503324637]","[0.12013634617349633, -1.1138510225782223, 0.3108096518878166]","[0.26702578040023167, -1.095272658657252, 0.08704600783714492]",2121,3009
7043,"[-0.20429622101629188, -0.7997311581804661, -0.09462339619366147]",,"[-0.2908704501036184, -0.9103074108533767, 0.06543257235885845]",,,,,6585,10737
7044,"[0.059904850265389595, -0.6836013392121271, -0.18971296403453802]","[-0.08076304916050064, -0.68915614841988, -0.20261483168319078]","[0.0486195580231136, -0.6737680154576505, -0.30849893042520243]","[0.012054045841655099, -0.6940342277798126, 0.022435701009891507]","[-0.04389464585845816, -0.8065626276337245, 0.33795336136352394]",,,3746,11436
7045,,"[-0.08973252607761392, -0.6021930179230992, -0.38253106309980706]","[-0.05604286075769718, 0.48352602690398655, 0.15841834902569202]",,"[0.014191904340805288, -0.630194808855384, 0.07774630374105869]","[-0.07952508930807825, -0.5767464028924841, -0.0052051235508592635]","[-0.12547040171090482, -0.5514720690529198, -0.2195907668884586]",2697,11809
7046,,,,"[0.2489770096341199, -0.6915217254821978, 0.24183095913550393]","[-0.005919687343283557, -0.7842338607570954, 0.06025412519823336]","[-0.03644215438196826, -0.7364485287657554, 0.09918981809202951]","[0.06093134762500636, -0.8343584415912321, 0.40680712195777663]",4315,815
7047,,"[0.3985418521444186, 1.175196828492971, -0.5294512500271528]",,,"[-0.08184600848097044, -0.6186718780722724, -0.23456258169249466]","[-0.18169463038121988, -0.5864519050169733, -0.1656108114727188]",,6355,14728
7048,,"[0.08075321984938412, -0.41864939735129403, 0.012977839559698391]","[0.24762647368933569, -0.5365407495011981, -0.07137292684545661]",,,,,5711,7998
7049,"[0.04401322942505977, 0.8319366543102853, -0.45110989659078077]",,,,"[-0.11754427117812803, -0.577557064991716, -0.18887471011049123]","[-0.19980947188170242, -0.5344562475851337, -0.11605916394746534]","[-0.2916287876053418, -0.6182723499236462, 0.1603388126005786]",5240,16373
7050,,,"[1.7861970894724806, -2.929018666155365, 1.6245403331869401]","[0.2485085398617463, -0.6469982993308547, -0.011433935252384895]","[-0.03704220655919038, -0.6775401826954264, -0.1865683015271505]","[-0.06666454187150546, -0.6455303759184225, -0.12628981840279066]","[0.07380251966826408, -0.6290005475299432, 0.11300212319501636]",4315,730
7051,"[-0.03283587610281317, -0.6454141291966276, -0.2047641991872808]","[-0.17560610394313128, -0.6560910001016718, -0.2140754767609407]","[-0.05091855419634527, -0.6543856537222723, -0.340437336773533]",,"[-0.3899516434563997, -0.9898330165616932, 0.4654800955483114]",,"[-0.2984455402056922, -0.6713511209731385, -0.04871254805404088]",3621,6216
7052,"[-0.041978265971406484, -0.646794155616721, 0.18523789859331977]","[-0.18745131386542033, -0.6046551473309508, 0.1498868119874679]","[-0.2202093652683937, -1.0586599496084539, 0.5347129257807258]",,"[-0.06811559137422749, -0.5562769506798395, -0.2870800070222943]","[-0.14868024909933023, -0.5489357601581929, -0.22174334986560237]","[-0.22187940611569454, -0.5982497395903938, -0.003678789493005041]",3610,13563
7053,"[0.07002721756305288, -0.7791755798894049, -0.027862592231422005]",,"[0.062400930112561453, -0.7635424478969758, 0.1289970545503149]",,,,"[-0.23724982234091985, -0.6837125937679206, -0.17636193101804398]",5711,7905
7054,"[0.1943830762280536, -0.770200365134275, -0.058453075753794013]","[0.0696444956332849, -0.773936856644247, -0.08857995586765614]","[0.199513212377662, -0.7771847128062135, -0.1713694242908637]","[0.10385880793512836, -0.6982570392440305, 0.07619847029408887]","[-0.11759031047715407, -0.8177561919260847, 0.34870426472152555]","[-0.14913011468768791, -0.6584657568115931, 0.16868122349589637]","[-0.05022055203092059, -0.7277472268213533, 0.001447997379103127]",2920,7661
7055,"[0.07489708264173181, -0.578472050986194, -0.17812684715026025]","[-0.05591634600687312, -0.593409160778935, -0.20704560830665192]","[0.10888803276379697, -0.5685491989674898, -0.3072637121356103]","[-0.027755684894524374, -0.6163563404528187, 0.022754387307035627]","[-0.4935526987932656, -1.3317201616254593, 0.6673491785752272]",,,4665,11114
7056,,"[0.5100750080087735, -0.9605365710382707, 0.3958562948427745]","[0.668334532429578, -1.0408709244707552, 0.46893159064148854]","[0.442653008382377, -0.9102920818313583, 0.20460357037589058]","[0.20246921767796913, -0.8576834002857675, 0.06085674828214659]","[0.18926854397673146, -0.7758342384958802, 0.12811140980734906]","[0.3416562138331631, -0.9042182981350999, 0.318813011902641]",1957,3833
7057,,"[-0.0618609460881977, -0.6867216659032382, 0.14207181332026042]","[-0.002821686903607281, -0.6262265053070005, 0.047453120499351686]","[0.044008188369318996, -0.7933617798556194, 0.27463309398290064]",,,"[-0.14744316454497966, -0.785871432711489, 0.2563759811471651]",2121,2974
7058,"[0.012206919120940648, -0.5495837206864745, 0.17989983077598717]","[-0.10618372700753258, -0.5384226074695244, 0.18968155550687915]",,"[-0.01159975690076406, -0.5483782359615009, 0.026553407467098694]","[-0.07616074626886692, -0.5025983256121092, -0.17644794851917114]","[-0.13738463572264406, -0.48263692854386553, -0.12202967227932755]","[-0.17878197824992434, -0.5435973974660682, 0.06992110926047236]",1673,15517
7059,"[0.06799793452057407, -0.6606473812326469, -0.19537226126165907]","[-0.06943368520773079, -0.5929572596734413, -0.18583655680218475]",,,,,,3621,6246
7060,"[0.1707607932161758, -0.61597869048873, -0.35705675839779843]","[0.039516273874667655, -0.6252450452032559, -0.3544990965598234]",,"[0.18083044698987977, -0.7050067286448447, -0.1492874960447301]","[0.0920967541086961, -0.7734952818596779, 0.09535918822907666]","[-0.0017330909678341727, -0.723670135632593, 0.027907604896853053]",,4124,8741
7061,"[0.07413699226950665, -0.5491398258661285, -0.1998755615514732]","[-0.0763693348770934, -0.6037038697835476, 0.018721143809633255]","[-0.03123166709145848, -0.5397309646466811, -0.30835198230420213]","[0.02899936911761766, -0.21379452474000207, -0.07720418698979331]","[0.2513989273835147, -0.8829313958359181, 0.4209268486969797]",,,5002,13887
7062,"[0.20434500908090905, -0.7611609613969219, 0.08608861063451557]","[0.061402898877142696, -0.7623945548498581, 0.12802332819493203]","[0.2506297607830845, -0.7334176874265081, 0.21764629190890852]","[0.08342613058200923, -0.8173029256758575, -0.10798736099572163]","[-0.16911971252223634, -0.913271960242094, -0.29063628933728536]",,"[-0.10531670674708248, -0.8049590560224648, 0.010648229235271403]",4480,2350
7063,,,"[-0.13985807124100524, 0.2278077286020964, 0.0019391407864637136]",,,"[0.005390517211481584, -0.43833387538430635, -0.1552523073279728]","[0.09266003644617422, -0.638076415222673, -0.04666375838187251]",4665,11132
7064,"[0.17380080386627125, -0.7525031721359956, 0.11639257946825185]","[0.016657869180021514, -0.7355012191681753, 0.10734219933629827]","[0.13143062929578667, -0.7903599729623361, 0.2773936154887605]","[0.14588801201726428, -0.6712294004003057, -0.1359923128885028]","[0.037948240111872256, -0.6460934187956827, -0.36122717492015355]","[-0.02660316009704428, -0.6389962386932646, -0.30372141322651164]",,4124,8796
7065,"[0.3455498813304262, -0.6658397107786481, 0.17367582701046266]","[0.2336726872512373, -0.68633910839071, 0.22509329627186359]","[0.7013213258639243, -1.136374469077515, 0.5714456477077926]","[0.13971648573718515, -0.5906569442959994, -0.006745403119504924]","[-0.08272458350770948, -0.5146101045321136, -0.16104087569095743]","[-0.13240200016172982, -0.535153159568684, -0.07432267808008393]","[0.0324011648186216, -0.6370542776285354, 0.11604280518137275]",2785,4372
7066,,"[0.3484760385261255, -0.8954704681692456, 0.11306836705265767]","[0.43348633629554123, -0.8746672520263208, 0.16735603919205033]",,,,,2997,4227
7067,"[-0.044439317935734954, -0.7145839455543799, -0.2617551799439117]","[-0.18981045257187099, -0.6854109299277974, -0.2576956968001434]","[-0.0751008524977225, -0.6322999109448716, -0.37446707983256833]",,"[-0.16981392052599079, -0.8154348683212205, 0.33517938394243607]","[-0.2562261615457215, -0.7601590296655741, 0.20601565618450587]",,5240,16274
7068,,,"[-0.2999127976021381, -0.6112556343540221, -0.37215414628358473]",,"[-0.3248929318552945, -0.6438199768000485, 0.22353075629660213]",,,3621,6341
7069,"[0.021073084008925484, -0.5991071655267111, -0.2774932857631304]","[-0.13363528620842785, -0.584698861680163, -0.29142776372244833]","[0.0071109498147537056, -0.7073866078939328, -0.442499660843134]",,"[-0.2332304064010419, -0.6485360541343167, 0.22715325370707573]","[-0.30963645361078146, -0.5706653510866521, 0.10447583079528201]",,5002,13865
7070,"[-0.020146782577745676, -0.7742972379713285, -0.11823415897673885]","[-0.14381226947337078, -0.7823220178502127, -0.16348345968803213]","[-0.01001417577574933, -0.7810090816374878, -0.24768417385746241]","[-0.13762277011292534, -0.7847647670805585, 0.05952065909901155]","[-0.36740958818276387, -0.7729515591804333, 0.2735725303119792]","[-0.41727193264492435, -0.7737871282007635, 0.16119834857185728]","[-0.284707198541631, -0.7792076165382811, -0.0480866266349526]",2920,7552
7071,"[-0.05442965427787447, -0.5469088540428255, 0.15961553391807387]","[-0.17233549676451862, -0.5419134630979507, 0.1709189646885748]",,"[-0.07376945935456243, -0.5628770488906485, 0.007317166903877028]","[-0.1311227483489755, -0.5039344792469601, -0.19075654302587064]","[-0.2159427672996068, -0.5210652802918507, -0.14050947534152605]",,1673,15540
7072,"[0.24457234355056795, -0.6370845704728693, 0.1424394187035046]","[0.10788124354862354, -0.6181480822799222, 0.13168119755313826]","[0.22804252640838601, -0.7460874645399287, 0.31499900715559087]","[0.22064808505078978, -0.5981744356451099, -0.07680298368474792]","[0.12203582490564019, -0.581853707396625, -0.27513799979578984]","[0.061312258633165806, -0.5684022005227771, -0.21899322863095927]",,4124,8813
7073,,,"[-17.04610887557439, -115.5935753778506, -69.00895850976342]","[0.19035894580359922, -0.5837264237275199, -0.15380205358167245]","[0.23293587706888522, -0.6299357540958501, 0.1315294689937675]","[0.1021732945625299, -0.603576071725761, 0.07775213770176104]",,5002,13892
7074,,"[-0.25216907762464497, -0.6038049592642715, -0.3452541284513975]",,,"[-0.18080176060029055, -0.6943502971271992, 0.13467502874816967]","[-0.2658871864650959, -0.6552941188882204, 0.04272256126351971]",,4860,5029
7075,,,,"[-0.09877725363437292, -0.500212035161003, 0.014160643631109575]","[-0.17977230479225456, -0.6536809157954043, 0.2754717655968557]","[-0.28495416773896576, -0.5700741201302725, 0.18373559809248233]",,5981,1209
7076,,,"[-0.13369864757765398, -0.27911728659733925, 0.02558287360217706]",,"[0.6687396068932088, 1.424924283774098, 0.729325969656689]","[0.14330871470221535, 0.33591997389088885, 0.05070840575999092]",,2997,4172
7077,"[0.5658557432740475, -0.8924801696527633, -0.21857957169999484]","[0.4217039366510247, -0.9293081292030209, -0.1766194358092095]","[0.44877720715871633, -0.9441156212439931, -0.33935337941931293]",,,,"[0.4268717312348117, -0.9075377008523416, 0.009564313791735312]",5981,1192
7078,,,,,"[0.3221861090511026, -0.8191065381178159, 0.012459271282712433]","[0.26454487447443903, -0.880386091605566, -0.038628185052487114]",,1957,3818
7079,,"[0.3095066288281191, -0.9145497336311363, -0.24393309702697358]","[0.5632171734310244, -0.9932766386293136, -0.32310480462208824]",,"[0.08000989755191532, -0.5819079797593218, -0.27819160287324035]",,,6771,7078
7080,"[0.47170100663526787, -0.8759132014489099, -0.08956739434419585]","[0.3669160183303055, -0.8897962389088683, -0.08978609015332926]","[0.40442328473485284, -0.8281627377890519, -0.1592578080738105]","[0.5330245443892853, -0.9550743547057756, 0.055624597856994265]","[0.4462741088526076, -0.93340901090333, 0.27652122356679326]","[0.35748079272462063, -0.938115911137294, 0.22969782371212683]","[0.31498441282089285, -0.921741512044447, 0.02486214371754145]",2121,3069
7081,,,,,"[-0.12142436956367149, -0.8115070113959627, -0.03161468525830679]","[-0.23099236427444503, -0.7780092118758319, 0.06258940112019157]",,4606,9453
7082,"[0.04464919740800483, -0.6829681196376727, 0.15370305361854908]","[-0.10247036583847854, -0.6804405124123833, 0.17064677504280523]","[0.056901009617369075, -0.7878845116045046, 0.33890477120742823]","[-0.01768016132661801, -0.6450713877977566, -0.06669619175947143]","[-0.06315768500771335, -0.580401114199083, -0.2976515812672661]","[-0.17679548768282172, -0.6054953093024049, -0.23116623681331963]",,3746,11535
7083,,,"[0.11712256881408402, -0.695479709444944, 0.2740971715811504]","[0.04534418172886435, -0.6145304347095161, -0.09935188275817561]","[-0.08545639328823312, -0.6473063666677457, -0.36092854514859185]","[-0.14970198292828416, -0.5806238608666443, -0.24615762067787794]","[0.1532156710628885, 3.2809121434153825, -0.6555630952759786]",4606,9529
7084,,"[0.011685160062775412, -0.6666914045986122, 0.12786853854995506]","[0.12872229258617024, -0.7473705973982099, 0.2907182639408293]","[0.13980612257799285, -0.6234290748034202, -0.07675634663805793]","[0.04136975576446767, -0.5849126293533221, -0.31968310416734885]","[-0.030871283456891007, -0.5273786937402979, -0.22451236800430072]",,3315,15102
7085,"[0.052085199857112956, -0.5511095764951368, -0.2052124909883151]","[-0.07782191854800236, -0.5916123245801705, -0.23735194220155217]","[0.08083881206351204, -0.5994007050877229, -0.3550637541544841]","[-0.023201127584287773, -0.6135346284330754, -0.013475255995595124]",,,,4665,11121
7086,"[0.14767377806716983, -0.5517821295707014, -0.19831659628853018]","[0.02852426380316964, -0.5724715290244408, -0.2170266924358538]","[0.16336562479108085, -0.5404280307366132, -0.3075319683223435]","[0.1205387249287832, -0.6006387638100537, -0.049507803395601846]","[-0.028515840242841175, -0.5494887220283827, 0.15640921301048719]","[-0.08265621350272656, -0.514187505620153, 0.06061544145784974]","[-0.0626898223203166, -0.573901828989764, -0.09685574056824878]",2748,4723
7087,"[0.25743758056145943, -0.625544179256563, 0.20167120365328117]","[0.09900317139070874, -0.6075618465523305, 0.18336380708944838]",,,"[0.18423744821915933, -0.5868840523940995, -0.28925965945914234]","[0.0965550731181368, -0.5919725617741478, -0.22772325261454118]","[0.029821852066094202, -0.6066492681404091, -0.00027539803136566093]",6020,8260
7088,"[0.2711769041527675, -0.9193687647322132, -0.19377038085881287]","[0.12451091513951133, -0.9684148286859121, -0.20035433545465198]","[0.28799603991590783, -0.9305644051082698, -0.3139784349590262]","[0.18039460197496393, -0.9118448540368238, 0.05080242349014934]","[-0.023484345383304926, -0.8044117769587555, 0.25681015141585584]","[-0.12832447738833894, -0.8457608982056131, 0.17674239822811086]","[-0.03544237941782769, -0.9588834675372235, -0.04635116063930359]",4124,8731
7089,,,"[-0.348017021031554, -0.5695743051589075, -0.34374104331751826]",,,,,5395,6753
7090,,"[0.02006014377468035, -0.8201506784164118, 0.21539569706577902]","[0.1587146539575068, -0.8749511483675187, 0.36624297166020964]","[0.10622873427978612, -0.7565071527226943, -0.03196511636636758]","[-0.011670179001102515, -0.640801737960325, -0.2576600301782062]","[-0.07880784937968226, -0.6841623062862323, -0.16714628143295532]","[-0.08430733445287149, -0.7508899536895574, 0.036861852404005455]",4592,5447
7091,"[0.27702377593452565, -0.8505320289339882, 0.12708574552567659]",,"[0.2786639228992214, -0.9242461734548403, 0.32373402641524757]","[0.23187689801534128, -0.8058918745770748, -0.13684079363171056]","[0.0825702221805988, -0.7229369912115065, -0.4199448854494241]","[-0.0031871669992362818, -0.6671175093610882, -0.3144580163895869]","[-0.19290148884814784, 1.7992872419489474, -0.2856092693918385]",6020,8254
7092,,"[0.21717269520071644, 17.023427672746887, -7.325324478620154]",,"[0.13093191181377006, -0.6019062814399413, 0.05326801994859593]","[0.0320961326477389, -0.5792065327921956, -0.16351492428462738]","[-0.03916316733480146, -0.7593374508874784, -0.11486591052106032]",,2788,5916
7093,"[0.2850146559678283, -0.4513287158443256, 0.08785234472266672]","[0.16941953802430235, -0.46828810153976175, 0.0950575554933723]","[0.4011214777074347, -0.6464997886132577, 0.2669927556086574]","[0.2820476274953715, -0.5329368603766305, -0.06331054909870974]","[0.1354211361211139, -0.5450331671507854, -0.256055167388468]","[0.05051767808336982, -0.5353228505470654, -0.21861930267898969]","[0.058176142100973285, -0.32475817820209346, -0.014414071687552111]",2748,4740
7094,"[-0.058434154686711016, -0.6752843504904256, 0.13872022920804428]","[-0.21268571676811765, -0.6720785330050071, 0.13662140266027714]","[-0.09680974305350135, -0.7378054215860209, 0.305379891288173]","[-0.06442150716059133, -0.6451146966023279, -0.09180544514012548]","[-0.05596030989718296, -0.5916172765501068, -0.3336953660332851]","[-0.2038334992806979, -0.6550802239031329, -0.2922097537972608]","[-0.28812910107654727, -0.6533361749122334, -0.05675000669908324]",3746,11553
7095,"[0.28401489012360753, -0.7404663401397101, -0.22976153128909693]","[0.161921589750802, -0.764295600901715, -0.22971111680213274]","[0.25339487548479755, -0.6900298430207118, -0.33783659419449114]","[0.25082278516986467, -0.717584709631237, -0.038692453746588015]","[0.14624171395014002, -0.7458258642044258, 0.18554787347321128]","[0.03982332006876524, -0.7616912569322821, 0.10968830842508387]","[0.08696453928469895, -0.7552311049521006, -0.09392123574389431]",2788,5792
7096,,"[0.25300780866784917, 1.3574274215232358, -0.5650487032878319]","[-3.1275239617740325, 50.0024364355342, -30.94094499406895]","[0.04321416118835579, -0.6331170317626736, -0.005479319648963061]","[-0.07288569031856414, -0.5996166578050763, -0.26760331002250864]","[-0.17505944763166892, -0.6011255132102256, -0.1984057587185692]",,6355,14750
7097,"[0.03766502203255407, -0.5441957444939597, -0.32654024422945577]","[2.8073010807041414, 6.942766820681838, 2.6702254013236573]",,"[-0.029780604816627938, -0.6131401623894212, -0.15053966390599763]","[-0.18849320434929442, -0.7165141431656936, 0.10596875299636126]","[-0.2654564010459696, -0.6568546613078907, 0.024098293200454205]",,4665,11095
7098,,,"[0.4331972648019112, -1.6236460540295587, -0.5992710524586778]",,,,,6771,7087
7099,,"[-0.3809308348933764, -0.6723189692036111, 0.10368802578791252]","[-0.2819783620815237, -0.6518171206777027, 0.24828258207674708]","[-0.1977601533608734, -0.6361634702545467, -0.06947807459529662]","[-0.1607675002115545, -0.6090745297497144, -0.30894756093381603]","[-0.2941435617322203, -0.5989029807832652, -0.2631689194414507]","[-0.4001772305270742, -0.6418938432157593, -0.07535523346240697]",3263,13117
7100,"[0.20396049288415893, -0.6152198423113284, -0.2341220294933635]","[0.04613467337650083, -0.6087514437698706, -0.20833389200206123]","[0.13615642991052893, -0.6313954986635585, -0.37909630631902314]","[0.29008185975139805, -0.669313496467919, 0.002065547848927565]","[0.31799248780584943, -0.9103346028266406, 0.4065198688379908]","[0.16332324161512868, -0.6976872179760772, 0.2617288700206226]",,6355,14604
7101,"[-0.041379490834390666, -0.6747844908014645, -0.16993298093554823]","[-0.18240577465223856, -0.680766113648398, -0.15982710824286245]","[-0.08953822329210827, -0.6350423633669452, -0.2807600785770602]","[-0.0206176894598065, -0.7282639118130764, 0.04861849057206519]","[0.005726499914080651, -0.789851606270089, 0.3269181375464763]",,"[-0.23784696496108282, -0.7232955577956101, 0.01314967923027848]",3746,11474
7102,"[0.07808858157502861, -0.6105950923926243, -0.22778288104039804]","[-0.060972854449543035, -0.5961386166133602, -0.22225466249652442]","[0.047472364849400074, -0.6138733822261998, -0.35139046169500904]","[0.07520161224977519, -0.6485486230878149, -0.012801968703339597]","[0.001108722217674929, -0.698030530547112, 0.2766502218248771]","[-0.10065796734898746, -0.7364054109425423, 0.22373307806162937]",,3760,12318
7103,"[0.358564483692488, -1.0941926007389375, 0.2892887794195185]","[0.22734430683218212, -1.0567211960772502, 0.34808573257147385]","[0.44803426924128437, -1.0929136069847887, 0.41702655427813184]","[0.11681561465665259, -1.0795055446772277, 0.11910666900348173]","[-0.20532228538091768, -1.0836924026053394, -0.03892170266169097]",,"[-0.003097330999695855, -1.0615881691836975, 0.2600160217444945]",2559,2681
7104,"[0.20386919070674547, -0.6205035904002415, -0.1384305447453977]","[0.04533264605046923, -0.6117878239679782, -0.12430590035181285]","[0.19708340237848695, -0.6294774198096271, 0.0015560072615394133]",,,,"[-0.07332063890887183, -0.6179018182583459, -0.27451549535223535]",4606,9584
7105,,,,,"[0.24421764451826425, -0.7024611559345372, -0.11917004371064283]",,"[0.29334930151833466, -0.7147191027936739, -0.012830373329598022]",3621,6259
7106,"[0.06562935199921208, -0.5655693309186223, -0.3097708536154613]","[-0.07103165066206918, -0.5436591198618128, -0.2985591263479783]",,,"[-0.0031520321942338555, -0.6615525431791454, 0.17369955129795794]","[-0.13072125424597325, -0.6087970338463657, 0.08856024645936815]","[-0.13239614512046466, -0.5878850716533607, -0.13983336089135967]",3760,12305
7107,,"[-0.20169592271348366, -0.7089861687997883, 0.0490489377247444]","[-0.13418614925263248, -0.7522426031453404, 0.2035298632503372]",,"[-0.1281685732841493, -0.6707188380527793, -0.3867135680201349]","[-0.20056484707523764, -0.6576503950758091, -0.30451646229176876]",,3514,10343
7108,,,"[-56.44882418643873, -110.82549560923327, -65.15620801688891]",,"[-0.14725152510003645, -0.6998900287132047, 0.15432114672930844]","[-0.24228569600953184, -0.6711797431711721, 0.09093381326867303]","[-0.32936625848244055, -0.6020230501063984, -0.1635633581686406]",4860,5115
7109,,,,,"[0.07617644438511435, -0.6896735965353865, -0.04149957038784607]","[-0.0004470579941029748, -0.7179534041208949, 0.0305323649517353]","[0.026904734460214626, -0.7502207146889813, 0.28950644718356583]",6585,10624
7110,"[0.19253480305087528, -0.5607176746365816, -0.22749600847140725]","[0.07197176592835061, -0.5388749474131105, -0.24562944358293695]","[0.23156579688748752, -0.5464931599542804, -0.3304258365218578]","[0.13896006399041563, -0.6125331776444262, -0.08437626881886993]","[-0.030648015879798315, -0.6088700551014543, 0.129508659767604]","[-0.0818737567024265, -0.6273198944723737, 0.05474549865296531]",,2748,4722
7111,"[0.05331261323747954, -0.6757027364577082, -0.20329005031386305]",,"[0.029799585762356733, -0.6541232164734964, -0.3525889409767165]",,"[-0.39855296567613896, -1.4667036632940351, 0.7563187688973013]",,,4124,8682
7112,"[-0.25565961323568626, -0.8128699146323172, 0.32053007811633405]","[-0.437299621672577, -0.7770839836025653, 0.31024365385486125]",,,"[-0.3264870502269521, -0.6998008033693477, -0.2514368519255723]","[-0.4244382015770835, -0.7036750078180969, -0.1828892529590725]",,6585,10718
7113,,,,"[-0.08983448265695673, -0.7563846654747357, 0.1049664953885008]","[-0.1835204727284926, -0.7229844082100787, -0.16657299723512603]","[-0.27640094103751106, -0.7006365872564685, -0.08141612905568174]","[-0.3095913305869661, -0.7089755297114522, 0.15940123991794183]",4606,9590
7114,"[0.06914773996086196, -0.6024964795063572, 0.08764522165770904]","[-0.08388161930375108, -0.6089297995377065, 0.08198786136422719]","[0.020285609301881585, -0.6422241045312417, 0.24103728041962375]","[0.04515050211871327, -0.5890319190386127, -0.13151075246447866]","[-0.062080724945157865, -0.720754533422263, -0.42774568948824376]","[-0.1287076261691629, -0.5774262615956389, -0.2894468211219666]",,4606,9606
7115,,,,"[-0.18758380786140255, -0.5817981208334958, -0.25376532477765035]","[-0.08529733388329742, -0.8028264220035964, 0.06841041863941809]",,"[-0.3551388376394106, -0.5556737752223768, -0.20664972466876613]",5395,6633
7116,"[0.038964548169720996, -0.6990195867793114, 0.20364239701013867]","[-0.11467531528703938, -0.7083533743909258, 0.2219311958133286]","[0.05792611692643566, -1.0957919104900655, 0.5477566048247863]","[-0.016533003780941094, -0.6820949555447618, -0.026345613278993672]","[-0.05508627718276251, -0.610325443096986, -0.2677069179618694]","[-0.162925885562664, -0.6016668884312124, -0.1954656592289042]",,3746,11529
7117,"[0.1293820718476488, -0.7935231299179779, 0.031262393912285906]",,"[0.1914135325547157, -0.8155568553628597, 0.15027274142665847]","[-0.05187722379515598, -0.6779038934384819, -0.10896127429745577]","[-0.3357799635386161, -0.63378731171026, -0.2829682168336061]","[-0.3891975194654238, -0.6506529369440245, -0.19395804934915428]","[-0.19507592363160764, -0.7938280064039261, -0.003771071038114174]",4480,2224
7118,,"[0.057112686096414206, -0.5544203965812391, 0.19095196944002357]",,"[0.22715517482942993, -0.5743900632431023, -0.047024624163536755]","[0.1535381081899708, -0.5469562490415669, -0.30253871769381024]","[0.037741736592131064, -0.5116198776999614, -0.24145613092535637]",,5002,13990
7119,"[0.41159907885411734, -0.7590476597815232, 0.26282420564786807]","[0.33183833204065866, -0.7802950985291774, 0.30852664522384554]","[0.666163878524559, -1.103242825158918, 0.5671386521904669]",,"[0.21150960016413398, -1.0571757367200338, 0.17034505663836821]","[0.12129722825274539, -1.0575162524974675, 0.26514472194193733]","[0.23084389035586675, -0.8896277084314256, 0.2739437234264337]",2121,3030
7120,"[-0.3728690223353547, -1.0674566370862173, 0.1723069547612153]","[-0.46606210842928375, -1.0403015967031255, 0.1050814841287224]","[-0.5243567742954314, -1.0624656345641925, 0.2413114194333852]","[-0.19074160902239787, -1.0288173540329941, 0.01980225713978448]","[-0.08884974281861575, -1.022019528636114, -0.21309980057759]","[-0.1982737055102273, -1.0014002529451551, -0.176150458984882]","[-0.37098814594089397, -1.0093564645219895, -0.022844437067515735]",1957,3840
7121,"[-0.12236163423522653, -0.5134390683890424, -0.17618525169662846]",,"[-0.18317343997326907, -0.459194290295183, -0.263308236711041]","[-0.08373471271102573, -0.6340137769358007, -0.04791628776307429]","[-0.08831811681900238, -0.7028809660583207, 0.21090433556235197]","[-0.16260468908889944, -0.6260020257040904, 0.13680422140869886]","[-0.29213398832289206, -0.6073377700809569, -0.023541745318798775]",3164,1916
7122,"[0.18486761420239886, -1.0063155141723028, 0.1416702888750153]","[0.06453516126944596, -1.009809837621439, 0.16602310257894431]","[0.18639315326570763, -1.0610547588352683, 0.26459103992988714]","[0.12512153253404748, -0.9427825480097545, -0.020396812792999975]","[0.012202539479901377, -0.8847904437876346, -0.2143284846712392]","[-0.055088078233276994, -0.9036455904859573, -0.1411059120254913]","[-0.02961682194707073, -0.9674816612682022, 0.04954590058357214]",1957,3783
7123,"[0.15165160225154262, -0.5180691550577885, -0.30990971224379177]","[0.03145992006900973, -0.533722555382844, -0.3074931572238027]",,"[0.1771224735288532, -0.6045343316719877, -0.12196430544320185]","[0.1037399509088785, -0.6320039521792804, 0.10918812736267466]","[0.02278756868787641, -0.6255372493088284, 0.050224468277410804]","[-0.018972298335955977, -0.6159349847770909, -0.1666209783470018]",4124,8667
7124,,,"[0.1349421116099081, -0.6157489154273451, 0.13038982140745067]",,"[0.056926889577610926, -0.6062902043002565, -0.1505956423094176]","[-0.015166385523211595, -0.5056639449437855, -0.09519178761906184]",,3710,14348
7125,,"[-0.020317998750334847, -0.8374854339281288, 0.35733438982358784]",,"[0.09107787646272321, -0.8111785686590061, 0.10103095068302893]","[-0.13914597087274275, -0.6822334130293177, -0.10698387024285108]","[-0.17050983368129666, -0.7255613321434364, -0.015504685259748735]","[-0.09614336225557454, -0.7580929826922872, 0.1782234300832251]",2949,10018
7126,"[-0.1800737444209667, -0.8909551928119986, -0.18860146225075952]","[-0.3066266207646241, -0.8746178763858885, -0.2253134466016045]","[-0.1861197985498853, -0.9935308562013219, -0.338890899900636]","[-0.3026128530213301, -0.8839101339529293, -0.005171218580497945]","[-0.5022751169984143, -0.8487924868447643, 0.21505379979553935]",,"[-0.468497778879486, -0.8920627348029078, -0.11107338637639105]",2920,7514
7127,"[0.08884220242732764, -0.6851165520865088, -0.1406332825734017]",,"[0.10317917162234504, -0.7267734078528614, -0.013613260688798487]",,,,"[-0.19440335673290018, -0.6718330375166184, -0.260777592250702]",6585,10735
7128,,"[0.22439574361051265, -0.4816890241438915, -0.025382179487575995]",,,"[0.19790208781041804, -0.6755105215548136, 0.25630440315124714]",,,2748,4710
